id,name,email,loan_amount,paid_amount,balance_amount,status,tenure,months_completed,default_reason
1667,Sarah Miller 103,sarah.miller.103@bank.com,688800,73472.0,615328.0,Defaulted,60,8,Unemployment / Job Loss
1668,Priya Das,priya.das@bank.com,1401400,1401400,0,Paid,24,24,N/A
1669,Ananya Iyer,ananya.iyer@bank.com,48800,48800,0,Paid,12,12,N/A
1670,Zara Nair 119,zara.nair.119@bank.com,484300,484300,0,Paid,24,24,N/A
1671,David Brown 220,david.brown.220@bank.com,269600,28757.33,240842.66999999998,Defaulted,60,8,Business Multi-sector Failure
1672,Anvi Singh 309,anvi.singh.309@bank.com,525300,525300,0,Paid,12,12,N/A
1673,Aditya Singh,aditya.singh@bank.com,51300,1140.0,50160.0,Defaulted,36,1,Medical Emergency / High Bills
1674,Myra Patel 454,myra.patel.454@bank.com,1089800,1089800,0,Paid,60,60,N/A
1675,Shweta Aggarwal 243,shweta.aggarwal.243@bank.com,924000,61600.0,862400.0,Defaulted,36,3,Interest Rate Overrun
1676,Jennifer Taylor,jennifer.taylor@bank.com,1720600,1720600,0,Paid,12,12,N/A
1677,Aaryan Iyer 120,aaryan.iyer.120@bank.com,941400,104600.0,836800.0,Ongoing,36,4,N/A
1678,Vivaan Gupta 971,vivaan.gupta.971@bank.com,1645300,1645300,0,Paid,12,12,N/A
1679,Inaya Murthy 864,inaya.murthy.864@bank.com,697300,58108.33,639191.67,Ongoing,24,2,N/A
1680,Karan Oberoi 630,karan.oberoi.630@bank.com,201900,201900,0,Paid,24,24,N/A
1681,David Brown,david.brown@bank.com,909000,909000,0,Paid,48,48,N/A
1682,Sarah Miller 202,sarah.miller.202@bank.com,520300,520300,0,Paid,48,48,N/A
1683,Richard Taylor 157,richard.taylor.157@bank.com,99200,99200,0,Paid,60,60,N/A
1684,Anvi Singh,anvi.singh@bank.com,487100,487100,0,Paid,36,36,N/A
1685,Saanvi Iyer,saanvi.iyer@bank.com,469500,469500,0,Paid,60,60,N/A
1686,Sai Reddy,sai.reddy@bank.com,1172300,1172300,0,Paid,60,60,N/A
1687,Myra Patel 156,myra.patel.156@bank.com,1430900,894312.5,536587.5,Ongoing,24,15,N/A
1688,David Brown 423,david.brown.423@bank.com,228800,11440.0,217360.0,Defaulted,48,3,High Debt Consolidation
1689,Richard Taylor 396,richard.taylor.396@bank.com,1243700,41456.67,1202243.33,Defaulted,24,1,Medical Emergency / High Bills
1690,Diya Sharma 832,diya.sharma.832@bank.com,1410600,1410600,0,Paid,12,12,N/A
1691,Amit Joshi,amit.joshi@bank.com,554200,554200,0,Paid,12,12,N/A
1692,Richard Taylor 260,richard.taylor.260@bank.com,516400,516400,0,Paid,12,12,N/A
1693,Aditya Singh 475,aditya.singh.475@bank.com,737500,737500,0,Paid,12,12,N/A
1694,Jessica Wilson 228,jessica.wilson.228@bank.com,801800,801800,0,Paid,48,48,N/A
1695,Pari Gupta 703,pari.gupta.703@bank.com,484300,484300,0,Paid,24,24,N/A
1696,Robert Williams,robert.williams@bank.com,745000,745000,0,Paid,60,60,N/A
1697,Vivaan Gupta 145,vivaan.gupta.145@bank.com,2000000,2000000,0,Paid,60,60,N/A
1698,Ananya Iyer,ananya.iyer@bank.com,1286400,1286400,0,Paid,36,36,N/A
1699,Jennifer Taylor 470,jennifer.taylor.470@bank.com,812200,324880.0,487320.0,Defaulted,60,30,High Debt Consolidation
1700,Inaya Murthy 143,inaya.murthy.143@bank.com,818600,818600,0,Paid,36,36,N/A
1701,Michael Johnson 600,michael.johnson.600@bank.com,1928000,192800.0,1735200.0,Defaulted,24,3,High Debt Consolidation
1702,Sai Reddy 989,sai.reddy.989@bank.com,397400,397400,0,Paid,12,12,N/A
1703,Ashley Moore,ashley.moore@bank.com,1410000,1410000,0,Paid,12,12,N/A
1704,Amit Joshi,amit.joshi@bank.com,1317100,1042704.17,274395.82999999996,Ongoing,24,19,N/A
1705,Emily Davis 195,emily.davis.195@bank.com,1062800,1062800,0,Paid,12,12,N/A
1706,Arjun Verma 283,arjun.verma.283@bank.com,185300,185300,0,Paid,48,48,N/A
1707,Myra Patel 384,myra.patel.384@bank.com,421200,421200,0,Paid,48,48,N/A
1708,Vikram Khanna 879,vikram.khanna.879@bank.com,1598600,1598600,0,Paid,24,24,N/A
1709,Nisha Bhatia,nisha.bhatia@bank.com,1791800,1791800,0,Paid,12,12,N/A
1710,Deepak Malhotra 568,deepak.malhotra.568@bank.com,919900,919900,0,Paid,48,48,N/A
1711,Aaryan Iyer,aaryan.iyer@bank.com,439900,439900,0,Paid,12,12,N/A
1712,Vihaan Patel,vihaan.patel@bank.com,141800,41358.33,100441.67,Ongoing,24,7,N/A
1713,Aaryan Iyer 827,aaryan.iyer.827@bank.com,370800,370800,0,Paid,36,36,N/A
1714,Saanvi Iyer,saanvi.iyer@bank.com,962200,962200,0,Paid,48,48,N/A
1715,Amit Joshi 300,amit.joshi.300@bank.com,746900,219090.67,527809.33,Defaulted,60,22,Business Multi-sector Failure
1716,Ishaan Nair 878,ishaan.nair.878@bank.com,265600,265600,0,Paid,24,24,N/A
1717,Aditya Singh,aditya.singh@bank.com,76800,76800,0,Paid,60,60,N/A
1718,Michael Johnson,michael.johnson@bank.com,894600,894600,0,Paid,48,48,N/A
1719,Aarav Sharma 371,aarav.sharma.371@bank.com,1539900,1539900,0,Paid,12,12,N/A
1720,Vikram Khanna,vikram.khanna@bank.com,46700,46700,0,Paid,60,60,N/A
1721,Krishna Murthy 669,krishna.murthy.669@bank.com,599000,599000,0,Paid,48,48,N/A
1722,Ashley Moore 649,ashley.moore.649@bank.com,1807500,1807500,0,Paid,24,24,N/A
1723,Robert Williams 264,robert.williams.264@bank.com,1837100,1837100,0,Paid,60,60,N/A
1724,Priya Das 203,priya.das.203@bank.com,449900,12497.22,437402.78,Ongoing,36,1,N/A
1725,Sonal Kapoor,sonal.kapoor@bank.com,1277400,1277400,0,Paid,48,48,N/A
1726,Pari Gupta 116,pari.gupta.116@bank.com,1401100,1401100,0,Paid,36,36,N/A
1727,Priya Das 607,priya.das.607@bank.com,1494300,1494300,0,Paid,60,60,N/A
1728,Diya Sharma,diya.sharma@bank.com,1609400,1609400,0,Paid,60,60,N/A
1729,Ashley Moore,ashley.moore@bank.com,1419100,1419100,0,Paid,24,24,N/A
1730,Ashley Moore 160,ashley.moore.160@bank.com,965800,965800,0,Paid,12,12,N/A
1731,Jennifer Taylor 387,jennifer.taylor.387@bank.com,705200,705200,0,Paid,12,12,N/A
1732,Shweta Aggarwal 708,shweta.aggarwal.708@bank.com,1791400,1791400,0,Paid,36,36,N/A
1733,Jessica Wilson 674,jessica.wilson.674@bank.com,829000,829000,0,Paid,36,36,N/A
1734,Krishna Murthy,krishna.murthy@bank.com,1882700,1882700,0,Paid,48,48,N/A
1735,Aditya Singh 552,aditya.singh.552@bank.com,1590900,1590900,0,Paid,48,48,N/A
1736,Myra Patel 212,myra.patel.212@bank.com,1963100,1963100,0,Paid,24,24,N/A
1737,Rohan Sethi 644,rohan.sethi.644@bank.com,345300,345300,0,Paid,12,12,N/A
1738,Aditya Singh 813,aditya.singh.813@bank.com,463500,299343.75,164156.25,Ongoing,48,31,N/A
1739,Aditya Singh 919,aditya.singh.919@bank.com,1263000,736750.0,526250.0,Ongoing,60,35,N/A
1740,Priya Das,priya.das@bank.com,1822400,1822400,0,Paid,48,48,N/A
1741,Jessica Wilson,jessica.wilson@bank.com,957200,366926.67,590273.3300000001,Defaulted,48,23,Unemployment / Job Loss
1742,Sai Reddy,sai.reddy@bank.com,540500,540500,0,Paid,12,12,N/A
1743,Ananya Iyer 844,ananya.iyer.844@bank.com,1213700,1213700,0,Paid,60,60,N/A
1744,Myra Patel,myra.patel@bank.com,1455700,1455700,0,Paid,36,36,N/A
1745,Aadhya Reddy 664,aadhya.reddy.664@bank.com,1036900,1036900,0,Paid,12,12,N/A
1746,Shweta Aggarwal 927,shweta.aggarwal.927@bank.com,1243200,62160.0,1181040.0,Defaulted,48,3,Unemployment / Job Loss
1747,Aadhya Reddy 705,aadhya.reddy.705@bank.com,653100,653100,0,Paid,60,60,N/A
1748,Ishaan Nair,ishaan.nair@bank.com,1571700,628680.0,943020.0,Defaulted,24,12,Business Multi-sector Failure
1749,Karan Oberoi 328,karan.oberoi.328@bank.com,1201600,1201600,0,Paid,36,36,N/A
1750,Priya Das,priya.das@bank.com,285200,35650.0,249550.0,Ongoing,24,3,N/A
1751,Jessica Wilson 659,jessica.wilson.659@bank.com,612300,612300,0,Paid,48,48,N/A
1752,Vikram Khanna 830,vikram.khanna.830@bank.com,981600,981600,0,Paid,60,60,N/A
1753,Shweta Aggarwal 637,shweta.aggarwal.637@bank.com,157200,157200,0,Paid,12,12,N/A
1754,Anvi Singh 158,anvi.singh.158@bank.com,56500,12241.67,44258.33,Defaulted,48,13,Medical Emergency / High Bills
1755,Sonal Kapoor,sonal.kapoor@bank.com,1264400,1264400,0,Paid,48,48,N/A
1756,Vihaan Patel 720,vihaan.patel.720@bank.com,1300300,1300300,0,Paid,36,36,N/A
1757,Jennifer Taylor,jennifer.taylor@bank.com,956300,956300,0,Paid,24,24,N/A
1758,Richard Taylor 357,richard.taylor.357@bank.com,1926900,1926900,0,Paid,60,60,N/A
1759,Aarav Sharma 784,aarav.sharma.784@bank.com,839300,839300,0,Paid,12,12,N/A
1760,Deepak Malhotra,deepak.malhotra@bank.com,397000,397000,0,Paid,12,12,N/A
1761,Zara Nair,zara.nair@bank.com,1382500,1382500,0,Paid,36,36,N/A
1762,Pari Gupta 558,pari.gupta.558@bank.com,1781400,1781400,0,Paid,24,24,N/A
1763,Krishna Murthy 491,krishna.murthy.491@bank.com,797600,432033.33,365566.67,Ongoing,48,26,N/A
1764,Sai Reddy,sai.reddy@bank.com,1952100,1952100,0,Paid,12,12,N/A
1765,Myra Patel 802,myra.patel.802@bank.com,402600,402600,0,Paid,60,60,N/A
1766,Aarav Sharma,aarav.sharma@bank.com,1497500,1497500,0,Paid,48,48,N/A
1767,Ashley Moore,ashley.moore@bank.com,832200,832200,0,Paid,24,24,N/A
1768,Sonal Kapoor,sonal.kapoor@bank.com,1474900,1474900,0,Paid,48,48,N/A
1769,Rahul Mehra 341,rahul.mehra.341@bank.com,327200,204500.0,122700.0,Ongoing,48,30,N/A
1770,Shweta Aggarwal 185,shweta.aggarwal.185@bank.com,592500,237000.0,355500.0,Defaulted,12,6,Interest Rate Overrun
1771,Ashley Moore,ashley.moore@bank.com,954600,875050.0,79550.0,Ongoing,12,11,N/A
1772,Priya Das 848,priya.das.848@bank.com,1463200,1463200,0,Paid,24,24,N/A
1773,Richard Taylor,richard.taylor@bank.com,896000,896000,0,Paid,48,48,N/A
1774,Ishaan Nair,ishaan.nair@bank.com,166800,166800,0,Paid,36,36,N/A
1775,Amit Joshi 981,amit.joshi.981@bank.com,672100,672100,0,Paid,12,12,N/A
1776,Karan Oberoi,karan.oberoi@bank.com,398700,398700,0,Paid,12,12,N/A
1777,Inaya Murthy,inaya.murthy@bank.com,1185700,1086891.67,98808.33000000007,Ongoing,48,44,N/A
1778,Karan Oberoi,karan.oberoi@bank.com,1500500,1500500,0,Paid,12,12,N/A
1779,Inaya Murthy 571,inaya.murthy.571@bank.com,50300,50300,0,Paid,12,12,N/A
1780,Nisha Bhatia 164,nisha.bhatia.164@bank.com,1326100,1326100,0,Paid,24,24,N/A
1781,Vivaan Gupta 569,vivaan.gupta.569@bank.com,1196200,1196200,0,Paid,36,36,N/A
1782,Saanvi Iyer 234,saanvi.iyer.234@bank.com,412900,412900,0,Paid,36,36,N/A
1783,Myra Patel 295,myra.patel.295@bank.com,870700,507908.33,362791.67,Ongoing,24,14,N/A
1784,Pari Gupta 868,pari.gupta.868@bank.com,437700,437700,0,Paid,48,48,N/A
1785,Shanaya Kumar 663,shanaya.kumar.663@bank.com,1757700,1757700,0,Paid,12,12,N/A
1786,Krishna Murthy 231,krishna.murthy.231@bank.com,324200,324200,0,Paid,60,60,N/A
1787,Shweta Aggarwal 946,shweta.aggarwal.946@bank.com,1773800,1773800,0,Paid,60,60,N/A
1788,Inaya Murthy,inaya.murthy@bank.com,1010900,884537.5,126362.5,Ongoing,48,42,N/A
1789,Robert Williams,robert.williams@bank.com,596400,596400,0,Paid,60,60,N/A
1790,Rohan Sethi,rohan.sethi@bank.com,186800,186800,0,Paid,24,24,N/A
1791,Robert Williams 104,robert.williams.104@bank.com,15300,15300,0,Paid,36,36,N/A
1792,David Brown 429,david.brown.429@bank.com,443500,443500,0,Paid,36,36,N/A
1793,Shweta Aggarwal 655,shweta.aggarwal.655@bank.com,1438100,898812.5,539287.5,Ongoing,48,30,N/A
1794,Michael Johnson,michael.johnson@bank.com,1136100,1136100,0,Paid,60,60,N/A
1795,Jessica Wilson 713,jessica.wilson.713@bank.com,204600,204600,0,Paid,24,24,N/A
1796,Diya Sharma 161,diya.sharma.161@bank.com,1773000,1773000,0,Paid,36,36,N/A
1797,Shanaya Kumar 564,shanaya.kumar.564@bank.com,932300,932300,0,Paid,48,48,N/A
1798,Emily Davis,emily.davis@bank.com,721100,721100,0,Paid,48,48,N/A
1799,Deepak Malhotra,deepak.malhotra@bank.com,901400,901400,0,Paid,24,24,N/A
1800,Rohan Sethi,rohan.sethi@bank.com,1564800,1564800,0,Paid,36,36,N/A
1801,Vikram Khanna 921,vikram.khanna.921@bank.com,951200,528444.44,422755.56000000006,Ongoing,36,20,N/A
1802,Shanaya Kumar 669,shanaya.kumar.669@bank.com,1275500,1275500,0,Paid,36,36,N/A
1803,Ishaan Nair,ishaan.nair@bank.com,1954500,1954500,0,Paid,12,12,N/A
1804,Richard Taylor,richard.taylor@bank.com,754700,176096.67,578603.33,Ongoing,60,14,N/A
1805,Aaryan Iyer 366,aaryan.iyer.366@bank.com,1699900,1322144.44,377755.56000000006,Ongoing,36,28,N/A
1806,Karan Oberoi 209,karan.oberoi.209@bank.com,795800,596850.0,198950.0,Ongoing,24,18,N/A
1807,Deepak Malhotra 345,deepak.malhotra.345@bank.com,1408600,1408600,0,Paid,12,12,N/A
1808,Nisha Bhatia 351,nisha.bhatia.351@bank.com,773700,773700,0,Paid,24,24,N/A
1809,Priya Das 259,priya.das.259@bank.com,1378700,229783.33,1148916.67,Ongoing,12,2,N/A
1810,Nisha Bhatia,nisha.bhatia@bank.com,1220800,1220800,0,Paid,48,48,N/A
1811,Zara Nair 944,zara.nair.944@bank.com,911200,911200,0,Paid,12,12,N/A
1812,Amit Joshi,amit.joshi@bank.com,482500,482500,0,Paid,60,60,N/A
1813,Amit Joshi,amit.joshi@bank.com,1023500,1023500,0,Paid,36,36,N/A
1814,David Brown 588,david.brown.588@bank.com,1668300,1668300,0,Paid,24,24,N/A
1815,Anvi Singh,anvi.singh@bank.com,1285800,1285800,0,Paid,24,24,N/A
1816,Arjun Verma 466,arjun.verma.466@bank.com,1578700,1578700,0,Paid,48,48,N/A
1817,Rahul Mehra,rahul.mehra@bank.com,1161800,871350.0,290450.0,Ongoing,12,9,N/A
1818,Aarav Sharma,aarav.sharma@bank.com,25900,25900,0,Paid,24,24,N/A
1819,Sonal Kapoor 429,sonal.kapoor.429@bank.com,1515700,1515700,0,Paid,12,12,N/A
1820,Aarav Sharma 621,aarav.sharma.621@bank.com,1114800,1114800,0,Paid,36,36,N/A
1821,Emily Davis,emily.davis@bank.com,392700,392700,0,Paid,36,36,N/A
1822,Aarav Sharma,aarav.sharma@bank.com,707200,707200,0,Paid,60,60,N/A
1823,Priya Das,priya.das@bank.com,54800,54800,0,Paid,24,24,N/A
1824,Myra Patel,myra.patel@bank.com,307100,307100,0,Paid,12,12,N/A
1825,Aaryan Iyer,aaryan.iyer@bank.com,950600,950600,0,Paid,12,12,N/A
1826,Reyansh Kumar,reyansh.kumar@bank.com,27600,27600,0,Paid,60,60,N/A
1827,Rahul Mehra,rahul.mehra@bank.com,936300,140445.0,795855.0,Defaulted,48,9,Medical Emergency / High Bills
1828,Zara Nair,zara.nair@bank.com,1855800,1855800,0,Paid,60,60,N/A
1829,Vivaan Gupta,vivaan.gupta@bank.com,1126000,1126000,0,Paid,12,12,N/A
1830,Sai Reddy 746,sai.reddy.746@bank.com,1658200,1658200,0,Paid,24,24,N/A
1831,David Brown,david.brown@bank.com,905300,905300,0,Paid,12,12,N/A
1832,Rahul Mehra 165,rahul.mehra.165@bank.com,1202100,1202100,0,Paid,24,24,N/A
1833,Ananya Iyer 292,ananya.iyer.292@bank.com,88300,88300,0,Paid,60,60,N/A
1834,Sarah Miller 458,sarah.miller.458@bank.com,653100,653100,0,Paid,36,36,N/A
1835,Vivaan Gupta,vivaan.gupta@bank.com,340400,340400,0,Paid,36,36,N/A
1836,Vikram Khanna,vikram.khanna@bank.com,706600,706600,0,Paid,36,36,N/A
1837,Myra Patel 522,myra.patel.522@bank.com,1480500,1480500,0,Paid,60,60,N/A
1838,Vikram Khanna 377,vikram.khanna.377@bank.com,243000,243000,0,Paid,12,12,N/A
1839,Vikram Khanna,vikram.khanna@bank.com,1242400,1190633.33,51766.669999999925,Ongoing,24,23,N/A
1840,Amit Joshi 468,amit.joshi.468@bank.com,1274500,311544.44,962955.56,Defaulted,36,11,Medical Emergency / High Bills
1841,Aadhya Reddy 802,aadhya.reddy.802@bank.com,1816700,1816700,0,Paid,48,48,N/A
1842,Ashley Moore 740,ashley.moore.740@bank.com,1625000,1625000,0,Paid,48,48,N/A
1843,Aarav Sharma 480,aarav.sharma.480@bank.com,148600,61916.67,86683.33,Ongoing,12,5,N/A
1844,Pari Gupta 451,pari.gupta.451@bank.com,742500,297000.0,445500.0,Defaulted,24,12,Personal/Family Crisis
1845,Vikram Khanna 194,vikram.khanna.194@bank.com,1643300,383436.67,1259863.33,Defaulted,24,7,Medical Emergency / High Bills
1846,Amit Joshi 512,amit.joshi.512@bank.com,540100,540100,0,Paid,24,24,N/A
1847,Ashley Moore,ashley.moore@bank.com,791000,791000,0,Paid,24,24,N/A
1848,Shanaya Kumar 121,shanaya.kumar.121@bank.com,791000,791000,0,Paid,60,60,N/A
1849,Shweta Aggarwal,shweta.aggarwal@bank.com,59700,59700,0,Paid,24,24,N/A
1850,Shweta Aggarwal,shweta.aggarwal@bank.com,1848900,30815.0,1818085.0,Defaulted,48,1,Unemployment / Job Loss
1851,Inaya Murthy 602,inaya.murthy.602@bank.com,356300,356300,0,Paid,24,24,N/A
1852,Robert Williams,robert.williams@bank.com,1938700,1938700,0,Paid,12,12,N/A
1853,Aditya Singh 616,aditya.singh.616@bank.com,1160400,1160400,0,Paid,60,60,N/A
1854,Shweta Aggarwal 453,shweta.aggarwal.453@bank.com,1249000,832666.67,416333.32999999996,Ongoing,12,8,N/A
1855,Rohan Sethi,rohan.sethi@bank.com,289400,104184.0,185216.0,Defaulted,60,27,Medical Emergency / High Bills
1856,Vihaan Patel 356,vihaan.patel.356@bank.com,1422100,237016.67,1185083.33,Defaulted,48,10,Business Multi-sector Failure
1857,Aadhya Reddy 934,aadhya.reddy.934@bank.com,1345200,1345200,0,Paid,12,12,N/A
1858,Inaya Murthy,inaya.murthy@bank.com,826800,826800,0,Paid,12,12,N/A
1859,Shanaya Kumar,shanaya.kumar@bank.com,542000,542000,0,Paid,36,36,N/A
1860,Richard Taylor 722,richard.taylor.722@bank.com,1031500,1031500,0,Paid,48,48,N/A
1861,Inaya Murthy,inaya.murthy@bank.com,1864100,1864100,0,Paid,12,12,N/A
1862,Diya Sharma 952,diya.sharma.952@bank.com,699000,699000,0,Paid,12,12,N/A
1863,Inaya Murthy,inaya.murthy@bank.com,165300,165300,0,Paid,12,12,N/A
1864,Myra Patel 282,myra.patel.282@bank.com,48400,7260.0,41140.0,Defaulted,48,9,Business Multi-sector Failure
1865,Jessica Wilson,jessica.wilson@bank.com,1939600,323266.67,1616333.33,Ongoing,36,6,N/A
1866,Sai Reddy 467,sai.reddy.467@bank.com,1160900,1160900,0,Paid,24,24,N/A
1867,Michael Johnson,michael.johnson@bank.com,1054500,1054500,0,Paid,60,60,N/A
1868,Sonal Kapoor,sonal.kapoor@bank.com,1144300,1144300,0,Paid,24,24,N/A
1869,Sai Reddy 700,sai.reddy.700@bank.com,180300,180300,0,Paid,60,60,N/A
1870,Aditya Singh,aditya.singh@bank.com,1711100,1711100,0,Paid,36,36,N/A
1871,Sonal Kapoor 638,sonal.kapoor.638@bank.com,1073300,357766.67,715533.3300000001,Defaulted,12,5,Unemployment / Job Loss
1872,Saanvi Iyer 846,saanvi.iyer.846@bank.com,1638300,511968.75,1126331.25,Ongoing,48,15,N/A
1873,Amit Joshi,amit.joshi@bank.com,881900,881900,0,Paid,60,60,N/A
1874,Sai Reddy 157,sai.reddy.157@bank.com,294900,270325.0,24575.0,Ongoing,12,11,N/A
1875,Robert Williams 873,robert.williams.873@bank.com,955300,165585.33,789714.67,Defaulted,60,13,High Debt Consolidation
1876,Michael Johnson,michael.johnson@bank.com,215700,215700,0,Paid,60,60,N/A
1877,Sonal Kapoor 268,sonal.kapoor.268@bank.com,464100,425425.0,38675.0,Ongoing,12,11,N/A
1878,Aditya Singh 697,aditya.singh.697@bank.com,475900,475900,0,Paid,60,60,N/A
1879,Aarav Sharma,aarav.sharma@bank.com,279600,279600,0,Paid,48,48,N/A
1880,Vihaan Patel,vihaan.patel@bank.com,308600,144013.33,164586.67,Ongoing,60,28,N/A
1881,Rohan Sethi 109,rohan.sethi.109@bank.com,182000,54600.0,127400.0,Defaulted,24,9,Personal/Family Crisis
1882,Vihaan Patel 353,vihaan.patel.353@bank.com,1037200,1037200,0,Paid,24,24,N/A
1883,Jennifer Taylor 211,jennifer.taylor.211@bank.com,135000,135000,0,Paid,12,12,N/A
1884,Vihaan Patel 224,vihaan.patel.224@bank.com,270800,270800,0,Paid,60,60,N/A
1885,Aarav Sharma 968,aarav.sharma.968@bank.com,1277700,1277700,0,Paid,24,24,N/A
1886,Sarah Miller,sarah.miller@bank.com,100700,37762.5,62937.5,Ongoing,48,18,N/A
1887,Rahul Mehra,rahul.mehra@bank.com,471200,471200,0,Paid,48,48,N/A
1888,Richard Taylor 926,richard.taylor.926@bank.com,415400,415400,0,Paid,60,60,N/A
1889,Zara Nair,zara.nair@bank.com,1175400,1175400,0,Paid,24,24,N/A
1890,Rahul Mehra,rahul.mehra@bank.com,364400,364400,0,Paid,36,36,N/A
1891,Priya Das 294,priya.das.294@bank.com,1934000,1934000,0,Paid,24,24,N/A
1892,Emily Davis 969,emily.davis.969@bank.com,1626100,1626100,0,Paid,12,12,N/A
1893,Priya Das 551,priya.das.551@bank.com,1605700,53523.33,1552176.67,Defaulted,24,1,Medical Emergency / High Bills
1894,Shanaya Kumar 530,shanaya.kumar.530@bank.com,1830500,305083.33,1525416.67,Ongoing,48,8,N/A
1895,Ishaan Nair 779,ishaan.nair.779@bank.com,1105600,1105600,0,Paid,36,36,N/A
1896,Reyansh Kumar 795,reyansh.kumar.795@bank.com,555000,555000,0,Paid,60,60,N/A
1897,Anvi Singh,anvi.singh@bank.com,1634600,1634600,0,Paid,36,36,N/A
1898,Aarav Sharma,aarav.sharma@bank.com,706500,706500,0,Paid,60,60,N/A
1899,Richard Taylor,richard.taylor@bank.com,1072600,143013.33,929586.67,Defaulted,60,10,Unemployment / Job Loss
1900,Sarah Miller 991,sarah.miller.991@bank.com,33200,33200,0,Paid,60,60,N/A
1901,Sai Reddy 216,sai.reddy.216@bank.com,147200,34346.67,112853.33,Defaulted,24,7,Personal/Family Crisis
1902,Zara Nair,zara.nair@bank.com,687500,238333.33,449166.67000000004,Defaulted,60,26,High Debt Consolidation
1903,Myra Patel 765,myra.patel.765@bank.com,252700,252700,0,Paid,12,12,N/A
1904,Robert Williams 231,robert.williams.231@bank.com,343600,286333.33,57266.669999999984,Ongoing,24,20,N/A
1905,Ananya Iyer,ananya.iyer@bank.com,46900,46900,0,Paid,12,12,N/A
1906,Krishna Murthy,krishna.murthy@bank.com,1658600,1658600,0,Paid,12,12,N/A
1907,Inaya Murthy 980,inaya.murthy.980@bank.com,67800,67800,0,Paid,36,36,N/A
1908,Aarav Sharma 206,aarav.sharma.206@bank.com,1559400,623760.0,935640.0,Defaulted,12,6,High Debt Consolidation
1909,Jessica Wilson,jessica.wilson@bank.com,1530400,1530400,0,Paid,12,12,N/A
1910,Priya Das 971,priya.das.971@bank.com,1308400,305293.33,1003106.6699999999,Defaulted,24,7,Business Multi-sector Failure
1911,Aaryan Iyer 360,aaryan.iyer.360@bank.com,663300,88440.0,574860.0,Defaulted,12,2,Business Multi-sector Failure
1912,Sai Reddy 641,sai.reddy.641@bank.com,362300,362300,0,Paid,24,24,N/A
1913,Arjun Verma,arjun.verma@bank.com,1355400,790650.0,564750.0,Ongoing,12,7,N/A
1914,Nisha Bhatia,nisha.bhatia@bank.com,916700,916700,0,Paid,24,24,N/A
1915,Vivaan Gupta 319,vivaan.gupta.319@bank.com,1598800,666166.67,932633.33,Ongoing,12,5,N/A
1916,Amit Joshi 807,amit.joshi.807@bank.com,1227700,1227700,0,Paid,12,12,N/A
1917,Rohan Sethi,rohan.sethi@bank.com,1412300,1412300,0,Paid,36,36,N/A
1918,Richard Taylor,richard.taylor@bank.com,1845600,1845600,0,Paid,60,60,N/A
1919,Shweta Aggarwal,shweta.aggarwal@bank.com,1177100,1177100,0,Paid,36,36,N/A
1920,Myra Patel 894,myra.patel.894@bank.com,1162100,1162100,0,Paid,48,48,N/A
1921,Inaya Murthy,inaya.murthy@bank.com,689800,689800,0,Paid,48,48,N/A
1922,Pari Gupta 752,pari.gupta.752@bank.com,1827800,1827800,0,Paid,24,24,N/A
1923,Karan Oberoi,karan.oberoi@bank.com,579500,579500,0,Paid,12,12,N/A
1924,James Smith 960,james.smith.960@bank.com,1963500,1963500,0,Paid,12,12,N/A
1925,Myra Patel 937,myra.patel.937@bank.com,284000,284000,0,Paid,48,48,N/A
1926,Aarav Sharma 575,aarav.sharma.575@bank.com,489600,489600,0,Paid,60,60,N/A
1927,Jennifer Taylor,jennifer.taylor@bank.com,1220600,1220600,0,Paid,12,12,N/A
1928,Amit Joshi 370,amit.joshi.370@bank.com,670500,670500,0,Paid,48,48,N/A
1929,Krishna Murthy 789,krishna.murthy.789@bank.com,444400,259233.33,185166.67,Ongoing,36,21,N/A
1930,Jennifer Taylor,jennifer.taylor@bank.com,111400,44560.0,66840.0,Defaulted,60,30,Unemployment / Job Loss
1931,Rohan Sethi 438,rohan.sethi.438@bank.com,1320300,1320300,0,Paid,36,36,N/A
1932,Sai Reddy,sai.reddy@bank.com,96700,96700,0,Paid,36,36,N/A
1933,Michael Johnson 571,michael.johnson.571@bank.com,1717100,152631.11,1564468.8900000001,Defaulted,36,4,Interest Rate Overrun
1934,Priya Das,priya.das@bank.com,1633600,1633600,0,Paid,24,24,N/A
1935,Vivaan Gupta,vivaan.gupta@bank.com,1508600,1508600,0,Paid,36,36,N/A
1936,Krishna Murthy,krishna.murthy@bank.com,1290200,344053.33,946146.6699999999,Defaulted,12,4,Business Multi-sector Failure
1937,Deepak Malhotra,deepak.malhotra@bank.com,397600,397600,0,Paid,12,12,N/A
1938,Krishna Murthy 639,krishna.murthy.639@bank.com,553600,202986.67,350613.32999999996,Defaulted,24,11,Business Multi-sector Failure
1939,Shanaya Kumar 922,shanaya.kumar.922@bank.com,852200,852200,0,Paid,24,24,N/A
1940,Rohan Sethi,rohan.sethi@bank.com,1415800,1415800,0,Paid,60,60,N/A
1941,Aadhya Reddy 223,aadhya.reddy.223@bank.com,776100,776100,0,Paid,24,24,N/A
1942,Saanvi Iyer,saanvi.iyer@bank.com,1292100,107675.0,1184425.0,Ongoing,48,4,N/A
1943,Rohan Sethi,rohan.sethi@bank.com,1287100,1158390.0,128710.0,Ongoing,60,54,N/A
