name,age,credit_score,income,loan_amount,employment_type,existing_emi,tenure,loan_type,default_status
Nisha Mehra,22,705,559380,770647,Salaried,8189,6,Education Loan,1
Deepak Sharma,36,614,609640,256590,Business,0,36,Education Loan,0
Zara Sharma 61,43,474,657601,2721555,Salaried,172,24,Auto Loan,1
Jessica Mehra,56,417,1352248,2143173,Self-employed,42460,6,Personal Loan,1
Rahul Oberoi 67,52,438,518207,1750000,Self-employed,2909,6,Home Loan,1
Arjun Brown 84,56,802,555835,852803,Salaried,0,24,Auto Loan,1
Ishaan Das 81,37,517,308072,308827,Self-employed,3947,48,Home Loan,0
Deepak Iyer,30,592,977088,4036364,Self-employed,5121,24,Auto Loan,1
Patricia Mehra,35,612,667026,2523897,Self-employed,978,48,Home Loan,1
Myra Reddy,52,662,464159,1268461,Business,10388,6,Business Loan,1
Robert Gupta 90,26,827,190459,725161,Contract,5950,18,Home Loan,1
Ishaan Nair,35,664,1420681,5811545,Government,0,12,Education Loan,1
Aarav Jones,58,801,285898,1111571,Contract,7792,60,Education Loan,1
Myra Patel,26,582,418835,1972395,Business,0,48,Education Loan,1
Vikram Malhotra 77,62,774,740445,3422925,Government,0,36,Home Loan,1
Robert Sethi,33,796,291287,999814,Business,4343,48,Home Loan,1
Rahul Nair,25,409,243748,1060780,Government,0,6,Home Loan,1
Anvi Sharma,60,687,166980,389915,Business,194,24,Personal Loan,1
Anvi Nair,62,528,920431,4196867,Self-employed,0,24,Home Loan,1
Anvi Reddy,34,643,430579,1661468,Business,0,60,Personal Loan,1
Rohan Joshi,35,751,3458557,3888448,Self-employed,0,48,Home Loan,0
Myra Mehra 70,32,429,328859,1061400,Salaried,4349,24,Education Loan,1
Inaya Mehra,51,316,343564,1098818,Government,6229,36,Business Loan,1
Jennifer Nair,49,620,425391,2033266,Contract,8169,36,Education Loan,1
Amit Joshi 17,60,838,690990,1150447,Self-employed,4377,6,Education Loan,0
Anvi Oberoi,67,697,450393,1401487,Contract,2869,48,Home Loan,0
Patricia Mehra 97,21,705,862335,3636525,Self-employed,0,12,Education Loan,1
Mary Nair,27,686,331985,672197,Salaried,3750,48,Business Loan,0
Jessica Miller,47,641,260678,809224,Self-employed,0,24,Auto Loan,1
Priya Malhotra,22,353,203022,554213,Salaried,0,6,Home Loan,1
Jennifer Sharma 65,70,844,157291,262522,Self-employed,423,48,Auto Loan,0
Linda Rodriguez 47,34,830,437642,1198716,Contract,0,60,Home Loan,1
Patricia Rodriguez 21,53,448,498526,669673,Government,0,6,Personal Loan,1
Deepak Brown 72,60,511,408863,1479924,Self-employed,0,60,Personal Loan,1
James Verma,47,348,1259270,5397821,Contract,21606,36,Business Loan,1
Jessica Smith,23,748,1247707,4281349,Government,16859,24,Home Loan,1
Zara Khanna,25,585,488511,425067,Self-employed,0,48,Home Loan,0
Linda Davis,65,482,203546,669596,Business,0,24,Home Loan,1
James Patel 48,23,579,425056,1936200,Business,1178,60,Auto Loan,1
Karan Murthy,25,707,416693,246777,Contract,10355,60,Business Loan,0
Nisha Oberoi,30,623,402608,1010158,Contract,0,12,Business Loan,1
Mary Singh,34,825,392922,1237760,Contract,0,12,Education Loan,1
Pari Malhotra,64,513,403496,1886465,Self-employed,11490,60,Auto Loan,1
Rohan Davis,29,533,473579,1968478,Self-employed,0,18,Personal Loan,1
Michael Sethi 19,33,305,407858,792768,Government,10263,24,Business Loan,1
Arjun Smith,43,427,676706,1713862,Self-employed,0,6,Personal Loan,1
Zara Das 73,33,327,741344,1034078,Salaried,10178,24,Business Loan,1
Deepak Miller 86,67,786,345798,553768,Contract,0,48,Personal Loan,0
Jessica Williams 15,30,587,1280343,3277413,Government,42037,18,Education Loan,1
Robert Murthy,48,676,331692,1018476,Salaried,0,12,Business Loan,1
Vikram Murthy,69,584,226232,1124016,Contract,0,48,Auto Loan,1
Rahul Khanna,49,475,750478,297200,Salaried,0,48,Business Loan,0
Linda Davis,67,834,365695,208883,Government,0,18,Home Loan,0
Vikram Murthy 30,41,462,724165,375992,Government,23669,60,Business Loan,0
Myra Iyer,23,348,150000,134416,Salaried,0,18,Home Loan,0
Nisha Patel,22,328,1377076,4484254,Self-employed,38564,12,Home Loan,1
Aditya Davis,42,679,893924,1631344,Government,14467,36,Personal Loan,1
Zara Das,38,355,242732,551747,Government,3085,48,Business Loan,1
Jessica Singh,70,731,245913,429946,Government,0,12,Business Loan,0
Barbara Bhatia 62,23,579,1628808,1610181,Salaried,6477,12,Home Loan,1
Robert Jones,24,327,383683,88223,Contract,0,18,Personal Loan,1
Robert Reddy,46,545,362032,1233725,Contract,1413,12,Auto Loan,1
Karan Smith,23,702,153333,144431,Self-employed,2110,12,Personal Loan,1
Rahul Bhatia,46,729,483851,2018155,Salaried,0,24,Education Loan,1
Myra Williams,38,693,520928,1714469,Salaried,0,18,Education Loan,1
Saanvi Iyer,33,580,917397,1364908,Contract,0,48,Business Loan,0
Ishaan Garcia,60,455,257958,567311,Self-employed,0,18,Auto Loan,1
Vikram Rodriguez 80,37,653,239864,1196120,Salaried,7617,6,Business Loan,1
Rahul Sethi,62,390,782756,2822436,Government,2039,24,Education Loan,1
Linda Davis,45,505,1092564,1747138,Self-employed,9788,12,Home Loan,1
Rohan Sethi,44,822,232654,152983,Business,2120,6,Auto Loan,0
Inaya Das,60,411,1142704,2212145,Government,0,60,Personal Loan,0
Saanvi Sethi,49,329,610800,1364040,Contract,2019,18,Business Loan,1
Deepak Williams,67,469,1149782,5477359,Business,22401,48,Business Loan,1
Inaya Bhatia,46,637,572557,204984,Salaried,12569,12,Personal Loan,0
Zara Patel 97,65,731,150000,248469,Government,0,18,Education Loan,1
Diya Reddy,30,617,545151,1251021,Self-employed,0,36,Auto Loan,0
Amit Murthy 18,53,330,1128146,1173394,Salaried,30662,18,Home Loan,1
Barbara Johnson,39,693,349323,1052533,Contract,0,6,Home Loan,1
Zara Sethi 70,22,581,473175,700095,Government,0,18,Education Loan,0
Jennifer Smith,49,440,537304,1681793,Government,0,6,Personal Loan,1
Zara Singh 45,54,814,150000,703993,Contract,0,36,Home Loan,1
Jennifer Martinez,61,515,1627911,1035193,Self-employed,16355,18,Business Loan,0
Jennifer Gupta,42,431,347727,250599,Contract,6306,18,Home Loan,1
Karan Verma 40,32,530,808908,469751,Business,8380,60,Education Loan,0
Patricia Miller,60,846,566923,1915904,Self-employed,0,60,Home Loan,0
Aadhya Miller,42,617,1270055,1744528,Self-employed,11721,60,Personal Loan,0
Jessica Jones,55,769,761948,2698745,Contract,0,6,Personal Loan,1
Amit Sethi 68,49,724,518681,2178016,Self-employed,78,6,Education Loan,1
Arjun Das,52,362,349371,1549247,Government,6969,48,Education Loan,1
Deepak Miller,26,417,963868,1938858,Contract,2821,24,Education Loan,1
Myra Mehra 67,27,774,194062,861357,Salaried,972,36,Education Loan,1
Inaya Martinez 83,24,642,879874,1973810,Business,0,6,Personal Loan,1
Linda Bhatia,25,765,308838,261603,Government,2409,36,Education Loan,0
Karan Johnson,61,738,1265996,824333,Salaried,24919,6,Auto Loan,0
Michael Davis,44,484,657881,1920756,Self-employed,0,6,Auto Loan,1
Deepak Nair 35,47,779,878942,1867650,Salaried,12044,6,Personal Loan,1
Jennifer Singh,22,460,627308,305752,Government,0,36,Business Loan,0
Linda Garcia,28,644,208683,1028587,Business,3944,12,Auto Loan,1
Inaya Garcia,50,693,356312,1738090,Self-employed,1765,24,Home Loan,1
David Sharma,33,652,893975,2806887,Self-employed,0,60,Personal Loan,1
Barbara Singh,59,410,659998,685328,Contract,21641,60,Auto Loan,1
Arjun Oberoi,27,300,1212983,1349189,Business,1061,24,Personal Loan,1
Ishaan Singh 33,66,649,760677,3224233,Contract,0,24,Education Loan,1
Diya Mehra,40,629,334361,467889,Business,6094,6,Education Loan,1
Karan Rodriguez 87,24,309,370408,412743,Government,0,12,Business Loan,1
Mary Singh,69,336,635235,1706894,Business,0,36,Personal Loan,1
Nisha Rodriguez 29,34,737,150000,409030,Government,0,48,Auto Loan,0
Mary Singh 58,43,527,1629958,846631,Salaried,53867,60,Business Loan,0
Myra Khanna 24,51,626,778440,1816480,Salaried,0,36,Personal Loan,1
Deepak Nair,46,653,1246962,1462895,Contract,23588,18,Business Loan,1
Barbara Brown 71,62,722,231338,955639,Government,6605,36,Home Loan,1
Rohan Reddy 22,54,493,1260147,5331264,Self-employed,0,60,Home Loan,1
Jennifer Iyer 93,25,439,2278207,2228233,Contract,0,36,Business Loan,0
Aadhya Singh,30,552,270350,795802,Salaried,0,12,Education Loan,1
Vikram Singh,51,566,948693,3030686,Salaried,29311,12,Home Loan,1
Arjun Verma,66,736,597593,2662433,Government,0,60,Home Loan,0
Amit Jones,59,528,236413,949071,Government,6047,24,Business Loan,1
Rohan Brown 57,59,513,802695,3681703,Government,0,60,Business Loan,1
Michael Iyer 18,51,328,984768,3572577,Salaried,16838,18,Business Loan,1
Rahul Khanna,49,696,416367,464545,Business,10122,12,Personal Loan,0
Anvi Khanna 24,41,691,1202063,2951027,Business,38188,18,Auto Loan,1
Ishaan Martinez,68,682,219683,1026896,Salaried,0,36,Home Loan,1
Jessica Brown,66,335,243566,877001,Government,0,36,Auto Loan,1
Myra Khanna,29,594,648202,2659966,Contract,17767,60,Personal Loan,1
Zara Bhatia,52,322,606361,1695037,Business,6441,48,Home Loan,1
Amit Singh 21,52,629,388502,1387335,Government,12405,60,Business Loan,0
Rahul Nair,24,707,970684,4113693,Self-employed,6275,12,Education Loan,1
David Brown 59,57,381,821212,3316316,Salaried,0,24,Home Loan,1
Robert Jones 91,46,768,999373,4506597,Contract,31848,24,Education Loan,1
Ishaan Sharma,27,577,554664,281626,Contract,0,48,Auto Loan,0
Myra Oberoi 15,29,762,857304,472637,Self-employed,0,18,Personal Loan,0
Linda Smith 78,46,457,457078,1097788,Salaried,7234,60,Auto Loan,1
Priya Miller,48,799,2047829,5516937,Salaried,34145,18,Personal Loan,1
Barbara Smith,22,717,366763,259732,Government,5821,12,Business Loan,1
Rohan Nair,53,767,2112068,5329572,Business,60428,36,Home Loan,0
Nisha Das 94,30,666,609828,1866314,Self-employed,0,36,Education Loan,1
Jennifer Johnson,47,813,261631,580491,Business,0,18,Personal Loan,1
David Garcia,21,367,1357082,4986503,Contract,21677,18,Business Loan,1
Zara Iyer 90,34,802,644055,1451541,Government,0,60,Home Loan,0
Vikram Nair,47,760,995175,2313389,Salaried,0,12,Home Loan,1
Jessica Nair,36,589,1244586,472429,Government,0,48,Business Loan,0
Diya Murthy,54,614,731442,1978061,Salaried,9359,6,Home Loan,1
Diya Sharma 6,67,457,418593,1315228,Government,0,18,Auto Loan,1
Anvi Davis,59,353,1072419,606537,Business,506,36,Personal Loan,1
Aadhya Davis,68,673,597466,2088573,Self-employed,16685,48,Home Loan,0
Nisha Reddy,68,600,901229,1086768,Self-employed,302,12,Business Loan,0
David Martinez,24,684,164022,742140,Contract,0,24,Auto Loan,0
David Singh,65,355,780889,3144878,Self-employed,12261,60,Personal Loan,1
Diya Khanna,22,722,407113,961141,Business,0,36,Business Loan,1
Deepak Khanna 82,55,807,1610388,5747192,Salaried,0,60,Auto Loan,1
Aadhya Bhatia 34,40,685,867917,2781854,Contract,0,18,Education Loan,1
Vikram Nair 92,24,589,689632,2674734,Government,0,48,Auto Loan,0
David Davis,24,481,799535,2878711,Self-employed,26081,18,Business Loan,1
Ishaan Murthy,40,534,328054,1413845,Salaried,8613,48,Personal Loan,1
Jennifer Singh,66,698,1581610,3053688,Contract,0,18,Business Loan,1
Mary Martinez,25,527,1972519,8141344,Government,49351,24,Auto Loan,1
Ishaan Williams,48,797,755963,194145,Business,0,24,Personal Loan,0
Jessica Joshi,59,353,1550738,2200441,Contract,0,24,Home Loan,1
Robert Williams,67,635,424433,1377267,Salaried,0,24,Personal Loan,1
Zara Joshi 91,25,454,370175,670100,Contract,2827,18,Home Loan,1
Vikram Verma,48,724,612041,1306784,Self-employed,924,36,Auto Loan,0
Barbara Jones,69,303,775268,2789855,Contract,20553,6,Personal Loan,1
Michael Malhotra,43,334,471468,444399,Government,13538,18,Auto Loan,1
Deepak Patel 89,49,393,824605,2720339,Salaried,8564,18,Home Loan,1
Inaya Khanna 65,53,321,717719,2920949,Contract,0,48,Auto Loan,1
Deepak Sharma,66,411,328081,1592527,Contract,9090,48,Business Loan,1
Karan Bhatia,70,409,815270,575884,Self-employed,0,18,Auto Loan,1
Rahul Murthy,23,479,1002609,3128134,Business,0,36,Auto Loan,1
David Rodriguez 99,61,757,661907,1178443,Self-employed,7648,60,Business Loan,0
Anvi Murthy,65,596,1192531,1862749,Self-employed,31780,36,Personal Loan,0
Amit Williams,23,720,287666,303323,Self-employed,3131,60,Business Loan,0
Aadhya Garcia,70,307,790776,930955,Business,22425,48,Home Loan,1
Aarav Nair,60,824,295916,1165083,Salaried,0,48,Business Loan,0
Myra Martinez,44,638,306064,627898,Self-employed,2897,24,Auto Loan,0
David Nair,39,645,408988,978106,Business,9532,48,Personal Loan,1
Jennifer Das 4,58,620,339342,1039468,Salaried,0,6,Home Loan,1
Patricia Miller,29,648,429854,1598782,Salaried,0,18,Home Loan,1
Robert Singh,21,466,525187,801687,Government,7333,36,Business Loan,1
Patricia Patel 55,39,391,986869,465632,Salaried,20487,6,Personal Loan,1
Saanvi Nair 64,31,480,492527,769387,Contract,0,6,Auto Loan,1
Karan Sethi,39,394,230642,532232,Salaried,406,48,Auto Loan,0
Aditya Reddy 30,62,524,1183563,5712637,Business,38539,12,Business Loan,1
Inaya Oberoi,56,645,361401,434181,Contract,8298,12,Education Loan,1
Barbara Iyer,35,557,576521,2834601,Salaried,15516,12,Auto Loan,1
Michael Sharma,24,741,780681,3713639,Business,0,12,Personal Loan,1
Jennifer Sharma,44,402,673178,1026265,Self-employed,0,60,Education Loan,1
Inaya Jones 32,60,553,1151421,434292,Contract,5676,48,Home Loan,0
Amit Bhatia,44,660,796037,2847607,Government,6424,48,Business Loan,0
Robert Joshi,29,404,356188,1380895,Contract,1887,24,Education Loan,1
Saanvi Iyer,51,494,2206983,9609148,Contract,0,6,Home Loan,1
Michael Davis,48,832,671050,3156900,Government,0,36,Auto Loan,1
Jessica Garcia,43,687,546667,2099823,Business,0,24,Business Loan,1
Rohan Malhotra,47,513,1064861,2810885,Business,0,6,Home Loan,1
Zara Joshi,29,496,693613,1940149,Salaried,0,60,Auto Loan,1
David Sethi,37,743,758832,1066712,Self-employed,0,36,Home Loan,0
Linda Nair,61,309,2663922,6546530,Business,0,6,Auto Loan,1
Zara Miller,52,820,506321,2134286,Self-employed,14964,18,Home Loan,1
James Iyer 81,48,744,493532,2011328,Business,14761,60,Personal Loan,1
Barbara Mehra 70,67,759,640463,256902,Government,0,18,Personal Loan,0
Robert Rodriguez 60,69,589,1135870,1639227,Salaried,0,18,Auto Loan,1
Amit Johnson,31,727,241851,395640,Self-employed,0,24,Home Loan,1
Jessica Smith,23,527,183627,480657,Self-employed,0,24,Auto Loan,1
Ishaan Williams 20,41,504,419882,1551311,Government,10855,12,Business Loan,1
Vikram Das,69,652,224054,175832,Business,5422,24,Home Loan,1
Rahul Gupta 46,43,812,462823,843785,Contract,11325,60,Education Loan,0
Rahul Martinez,50,558,807339,1221364,Contract,21141,36,Auto Loan,1
James Miller,69,371,349951,444758,Salaried,9568,12,Personal Loan,1
Mary Jones,69,763,253699,561684,Business,6424,36,Business Loan,0
Michael Sharma,61,829,622564,2025048,Self-employed,0,6,Home Loan,0
Deepak Smith,21,356,1002017,4542997,Business,25330,36,Education Loan,1
Nisha Joshi 46,37,835,215996,345644,Business,6281,60,Education Loan,1
Barbara Sharma,42,831,976899,4672668,Salaried,0,12,Education Loan,0
Deepak Malhotra 31,70,546,975186,4573772,Self-employed,0,60,Business Loan,1
Jessica Khanna,44,446,1058592,288523,Business,18491,6,Business Loan,1
Myra Nair,32,358,1240578,5421741,Government,0,36,Home Loan,1
Deepak Singh,62,714,2238257,4937317,Government,66162,18,Personal Loan,1
James Singh,56,591,482311,202359,Business,8342,12,Home Loan,1
Vikram Gupta,60,529,637776,2828071,Government,7108,24,Education Loan,1
Karan Sethi,43,538,465160,1298917,Government,6268,24,Personal Loan,1
Linda Smith 57,57,714,597904,2809138,Self-employed,780,24,Business Loan,1
Saanvi Martinez,37,713,1498123,5630730,Salaried,0,12,Auto Loan,1
Ishaan Oberoi,38,772,266463,1249500,Contract,0,6,Business Loan,1
Anvi Johnson,40,616,356243,196487,Contract,9435,24,Auto Loan,0
Rohan Verma,35,688,1364513,3648577,Salaried,37400,36,Personal Loan,1
Aarav Patel,39,599,1101322,4050695,Salaried,13045,60,Auto Loan,0
Mary Williams,25,486,480278,1857532,Business,0,18,Personal Loan,1
Karan Singh,65,777,997134,4614846,Government,1685,12,Business Loan,1
Karan Davis,28,646,732874,3224290,Contract,15375,12,Personal Loan,1
Deepak Gupta 68,68,739,1469106,3575870,Business,0,48,Business Loan,0
Rahul Sharma,56,416,624499,2920223,Government,6591,24,Personal Loan,1
Myra Joshi,53,829,1105025,288553,Government,23634,18,Personal Loan,0
Saanvi Verma 36,31,716,2914495,6850853,Self-employed,43400,24,Education Loan,1
Priya Sharma,25,362,855002,3857873,Government,21587,12,Business Loan,1
Zara Verma,41,627,615134,2941759,Contract,2675,36,Personal Loan,1
Aditya Khanna,39,421,921232,2491509,Business,3926,12,Home Loan,1
Rahul Verma,32,348,479659,176058,Government,0,60,Auto Loan,0
Jennifer Johnson,37,421,2502449,9214485,Business,16316,24,Auto Loan,1
Zara Singh,33,659,665332,2094067,Self-employed,21209,24,Personal Loan,1
Jessica Malhotra 20,47,547,506986,2042105,Salaried,3477,24,Education Loan,1
Nisha Joshi 53,37,451,361705,1335223,Business,4855,12,Auto Loan,1
Linda Das,28,469,1153523,1276161,Salaried,37653,60,Home Loan,1
Zara Nair,64,680,1004813,2143147,Salaried,9777,6,Home Loan,1
Aditya Gupta 37,24,464,443116,1064872,Government,0,24,Education Loan,1
David Martinez,36,551,843968,703831,Business,7218,48,Home Loan,0
Jessica Joshi 88,52,829,241558,175623,Government,0,6,Auto Loan,1
Anvi Smith,49,322,667291,1663697,Self-employed,0,18,Personal Loan,1
Aditya Johnson,39,491,783599,466721,Salaried,0,6,Personal Loan,1
Aditya Brown 37,41,645,1663439,7917874,Self-employed,0,48,Education Loan,1
Deepak Garcia,43,427,376061,752705,Contract,0,24,Auto Loan,1
Zara Malhotra,53,782,277336,864910,Contract,7432,12,Home Loan,1
Rahul Williams,49,750,348970,1476061,Contract,9536,12,Auto Loan,1
James Joshi,28,496,267816,1094999,Business,7622,48,Home Loan,1
James Martinez,29,570,1331736,3840902,Contract,0,6,Education Loan,1
James Verma,56,835,1512362,7252077,Business,38019,6,Personal Loan,1
Patricia Joshi,45,425,723698,318165,Salaried,2855,48,Home Loan,0
Diya Bhatia,47,780,1242675,2866646,Salaried,0,36,Home Loan,0
Jennifer Nair 90,40,541,647176,1267754,Government,0,6,Education Loan,1
Linda Bhatia,49,409,564069,978597,Government,0,36,Business Loan,1
David Sethi 76,45,538,489029,348571,Contract,1641,36,Education Loan,1
Zara Oberoi 83,61,463,495719,1022243,Business,0,36,Home Loan,1
Vikram Gupta,22,414,235936,959625,Business,0,24,Home Loan,1
Jessica Gupta 57,36,510,699802,2472331,Self-employed,0,24,Personal Loan,1
Priya Davis,59,708,582916,2263344,Self-employed,3690,60,Business Loan,0
Mary Gupta,55,822,933985,1844175,Contract,0,24,Home Loan,1
Amit Iyer,64,663,631664,2029587,Self-employed,0,36,Education Loan,1
Myra Reddy,59,785,541651,266325,Business,13171,12,Home Loan,0
Aditya Nair 93,44,683,354082,879178,Self-employed,0,60,Personal Loan,0
Inaya Jones,54,353,623617,1783122,Government,0,18,Home Loan,1
Arjun Das,47,762,930002,3293168,Self-employed,17719,48,Auto Loan,0
Anvi Mehra,60,410,300738,276268,Government,8069,12,Business Loan,1
Inaya Smith 20,52,428,629376,906868,Business,246,36,Education Loan,0
Nisha Sethi,50,366,686818,1560740,Self-employed,20472,18,Home Loan,1
Robert Singh,61,754,388155,1839530,Government,8598,6,Personal Loan,1
Aarav Singh 54,41,624,419696,780846,Self-employed,0,48,Auto Loan,1
Karan Smith 27,54,769,685817,656852,Government,10868,18,Education Loan,1
Zara Smith 37,31,499,302533,871632,Business,9956,12,Home Loan,1
Jennifer Bhatia,46,506,736713,1868730,Salaried,23413,36,Business Loan,1
Rahul Das,64,651,348986,1358319,Self-employed,0,18,Business Loan,1
Mary Das,34,819,1129981,1651753,Salaried,20816,36,Business Loan,0
Zara Brown 12,57,503,2428287,9939748,Contract,17739,12,Home Loan,1
Aadhya Singh,29,493,356306,1510097,Business,0,48,Auto Loan,1
Saanvi Jones 93,63,550,822846,3892345,Contract,14921,12,Home Loan,1
Nisha Oberoi,35,634,386139,1458762,Salaried,0,36,Home Loan,1
Saanvi Martinez,65,647,1115231,3266230,Contract,0,36,Education Loan,1
Amit Singh,52,580,279524,597109,Self-employed,8186,24,Home Loan,1
Diya Khanna,38,836,796794,1990817,Business,14088,48,Personal Loan,0
Priya Rodriguez 14,59,444,353700,1124258,Business,2528,48,Business Loan,1
Linda Mehra,37,759,527449,2091218,Salaried,0,6,Home Loan,1
